IP Prefix	Description
54.240.236.17/32	eu-south-1-amazon-eu-south-1-1809
64.252.86.0/24	eu-central-1-ec2-eu-central-1-2898
99.82.165.0/24	us-east-1-globalaccelerator-us-east-1-3132
150.222.3.194/31	ap-southeast-1-amazon-ap-southeast-1-1812
150.222.3.204/31	ap-southeast-1-amazon-ap-southeast-1-1813
150.222.6.0/24	sa-east-1-amazon-sa-east-1-1814
3.20.0.0/14	us-east-2-ec2-us-east-2-2899
15.156.0.0/15	ca-central-1-ec2-ca-central-1-2900
15.230.39.246/31	us-east-2-amazon-us-east-2-1817
15.254.0.0/16	us-west-2-ec2-us-west-2-lax-1-2901
18.196.0.0/15	eu-central-1-ec2-eu-central-1-2902
52.93.50.194/31	us-east-1-amazon-us-east-1-1820
54.76.0.0/15	eu-west-1-ec2-eu-west-1-2903
150.222.3.210/31	ap-southeast-1-amazon-ap-southeast-1-1822
205.251.192.0/21	GLOBAL-route53-GLOBAL-3009
3.80.0.0/12	us-east-1-ec2-us-east-1-2904
3.101.0.0/16	us-west-1-ec2-us-west-1-2905
15.230.39.228/31	us-east-2-amazon-us-east-2-1826
52.40.0.0/14	us-west-2-ec2-us-west-2-2906
52.93.50.154/31	us-east-1-amazon-us-east-1-1828
52.93.126.213/32	us-east-1-amazon-us-east-1-1829
52.95.170.0/23	eu-north-1-s3-eu-north-1-2354
52.124.128.0/17	GLOBAL-cloudfront-GLOBAL-3070
54.240.236.29/32	eu-south-1-amazon-eu-south-1-1832
150.222.3.224/31	ap-southeast-1-amazon-ap-southeast-1-1833
150.222.77.0/24	ap-northeast-1-amazon-ap-northeast-1-1834
150.222.90.0/24	ap-northeast-1-amazon-ap-northeast-1-1835
15.230.39.90/31	us-east-2-amazon-us-east-2-1836
52.94.11.0/24	ap-southeast-1-dynamodb-ap-southeast-1-2395
52.144.200.128/26	us-east-1-amazon-us-east-1-1838
54.240.196.0/24	us-east-1-amazon-us-east-1-1839
99.150.104.0/21	af-south-1-ec2-af-south-1-2907
150.222.66.0/24	us-east-1-amazon-us-east-1-1841
204.246.164.0/22	GLOBAL-cloudfront-GLOBAL-3071
15.230.28.0/24	us-west-1-amazon-us-west-1-1843
52.94.198.128/28	ca-central-1-amazon-ca-central-1-1844
52.95.248.0/24	eu-central-1-ec2-eu-central-1-2908
54.239.0.176/28	cn-northwest-1-amazon-cn-northwest-1-1846
64.252.70.0/24	us-west-2-ec2-us-west-2-2909
64.252.116.0/24	eu-west-1-ec2-eu-west-1-2910
13.34.26.160/27	eu-north-1-amazon-eu-north-1-1849
13.35.0.0/16	GLOBAL-cloudfront-GLOBAL-3072
15.230.39.178/31	us-east-2-amazon-us-east-2-1851
34.240.0.0/13	eu-west-1-ec2-eu-west-1-2911
52.93.14.19/32	us-west-2-amazon-us-west-2-1853
52.93.178.218/32	us-west-1-amazon-us-west-1-1854
52.93.193.193/32	ca-central-1-amazon-ca-central-1-1855
52.94.248.16/28	eu-west-1-ec2-eu-west-1-2912
52.94.249.96/28	ap-northeast-3-ec2-ap-northeast-3-2913
52.144.216.8/31	eu-north-1-amazon-eu-north-1-1858
54.240.200.0/24	ap-northeast-1-amazon-ap-northeast-1-1859
54.253.0.0/16	ap-southeast-2-ec2-ap-southeast-2-2914
13.34.29.192/27	us-east-1-amazon-us-east-1-1861
18.162.0.0/16	ap-east-1-ec2-ap-east-1-2915
52.95.30.0/23	ap-northeast-1-amazon-ap-northeast-1-1863
52.95.96.0/22	ap-south-1-amazon-ap-south-1-1864
52.95.145.0/24	ca-central-1-s3-ca-central-1-2355
52.144.223.64/26	ap-south-1-amazon-ap-south-1-1866
150.222.219.0/24	ap-southeast-1-amazon-ap-southeast-1-1867
176.32.125.246/31	us-east-1-amazon-us-east-1-1868
52.32.0.0/14	us-west-2-ec2-us-west-2-2916
52.93.126.144/32	us-west-1-amazon-us-west-1-1870
52.93.178.155/32	us-west-1-amazon-us-west-1-1871
52.95.252.0/24	ap-northeast-2-ec2-ap-northeast-2-2917
52.119.192.0/22	eu-west-1-amazon-eu-west-1-1873
54.222.36.0/22	cn-north-1-ec2-cn-north-1-2918
150.222.129.136/31	eu-central-1-amazon-eu-central-1-1875
150.222.142.0/24	ap-southeast-2-amazon-ap-southeast-2-1876
150.222.222.0/24	us-east-1-amazon-us-east-1-1877
13.34.27.64/27	eu-west-2-amazon-eu-west-2-1878
52.93.127.110/32	ap-southeast-1-amazon-ap-southeast-1-1879
52.94.248.64/28	ap-southeast-2-ec2-ap-southeast-2-2919
52.95.229.0/24	af-south-1-ec2-af-south-1-2920
54.72.0.0/15	eu-west-1-ec2-eu-west-1-2921
150.222.3.184/32	ap-southeast-1-amazon-ap-southeast-1-1883
150.222.3.191/32	ap-southeast-1-amazon-ap-southeast-1-1884
150.222.129.128/31	eu-central-1-amazon-eu-central-1-1885
52.93.126.214/32	us-east-1-amazon-us-east-1-1886
52.93.178.202/32	us-west-1-amazon-us-west-1-1887
52.95.250.0/24	ca-central-1-ec2-ca-central-1-2922
52.144.211.0/26	eu-central-1-amazon-eu-central-1-1889
64.252.67.0/24	us-east-1-ec2-us-east-1-2923
130.176.255.0/24	GLOBAL-amazon-GLOBAL-1891
150.222.3.230/31	ap-southeast-1-amazon-ap-southeast-1-1892
3.5.148.0/22	ap-southeast-1-ec2-ap-southeast-1-2924
52.93.127.117/32	ap-southeast-1-amazon-ap-southeast-1-1894
52.93.242.120/29	cn-northwest-1-amazon-cn-northwest-1-1895
54.198.0.0/16	us-east-1-ec2-us-east-1-2925
64.252.77.0/24	us-east-2-ec2-us-east-2-2926
150.222.122.108/31	eu-central-1-amazon-eu-central-1-1898
13.34.30.192/27	us-east-1-amazon-us-east-1-1899
15.164.0.0/15	ap-northeast-2-ec2-ap-northeast-2-2927
52.46.96.0/19	us-gov-east-1-amazon-us-gov-east-1-1901
52.46.128.0/19	us-east-1-amazon-us-east-1-1902
52.93.178.228/32	us-west-1-amazon-us-west-1-1903
54.239.0.128/28	us-gov-west-1-amazon-us-gov-west-1-1904
54.239.1.32/28	eu-south-1-amazon-eu-south-1-1905
176.32.125.242/31	us-east-1-amazon-us-east-1-1906
176.34.128.0/17	eu-west-1-ec2-eu-west-1-2928
15.230.131.6/32	eu-central-1-amazon-eu-central-1-1908
52.93.127.128/32	ap-south-1-amazon-ap-south-1-1909
52.93.178.216/32	us-west-1-amazon-us-west-1-1910
54.239.0.192/28	ap-northeast-2-amazon-ap-northeast-2-1911
99.83.96.0/24	ap-east-1-globalaccelerator-ap-east-1-3133
15.221.1.0/24	us-west-2-amazon-us-west-2-1913
15.230.39.214/31	us-east-2-amazon-us-east-2-1914
52.93.127.123/32	us-east-1-amazon-us-east-1-1915
150.222.210.0/24	ap-south-1-amazon-ap-south-1-1916
150.222.243.39/32	eu-south-1-amazon-eu-south-1-1917
15.177.0.0/18	GLOBAL-ec2-GLOBAL-2929
15.230.53.0/24	ap-southeast-1-amazon-ap-southeast-1-1919
18.194.0.0/15	eu-central-1-ec2-eu-central-1-2930
52.46.64.0/20	eu-west-3-amazon-eu-west-3-1921
52.93.50.186/31	us-east-1-amazon-us-east-1-1922
52.93.126.136/32	ap-southeast-2-amazon-ap-southeast-2-1923
52.93.178.212/32	us-west-1-amazon-us-west-1-1924
52.94.197.0/24	us-west-2-amazon-us-west-2-1925
52.94.249.128/28	eu-north-1-ec2-eu-north-1-2931
52.144.193.64/26	us-east-1-amazon-us-east-1-1927
54.184.0.0/13	us-west-2-ec2-us-west-2-2932
54.239.16.0/20	us-east-1-amazon-us-east-1-1929
99.82.163.0/24	eu-central-1-globalaccelerator-eu-central-1-3134
150.222.230.93/32	eu-central-1-amazon-eu-central-1-1931
3.6.0.0/15	ap-south-1-ec2-ap-south-1-2933
15.193.1.0/24	ap-northeast-1-ec2-ap-northeast-1-2934
15.230.39.96/31	us-east-2-amazon-us-east-2-1934
52.46.80.0/21	eu-west-3-amazon-eu-west-3-1935
52.46.184.0/22	eu-central-1-ec2-eu-central-1-2935
52.67.0.0/16	sa-east-1-ec2-sa-east-1-2936
52.93.43.0/24	eu-west-1-amazon-eu-west-1-1938
52.93.78.0/24	ap-southeast-2-amazon-ap-southeast-2-1939
54.239.116.0/22	ap-northeast-2-amazon-ap-northeast-2-1940
15.230.4.176/28	ap-southeast-1-amazon-ap-southeast-1-1941
15.230.22.0/24	ap-southeast-2-amazon-ap-southeast-2-1942
18.138.0.0/15	ap-southeast-1-ec2-ap-southeast-1-2937
52.93.193.201/32	ca-central-1-amazon-ca-central-1-1944
52.94.249.48/28	eu-south-1-ec2-eu-south-1-2938
52.95.255.144/28	cn-north-1-ec2-cn-north-1-2939
63.246.114.0/23	GLOBAL-route53-GLOBAL-3010
204.246.174.0/23	GLOBAL-cloudfront-GLOBAL-3073
13.34.22.224/27	us-east-2-amazon-us-east-2-1949
13.34.30.224/27	us-east-1-amazon-us-east-1-1950
13.248.115.0/24	ap-northeast-1-globalaccelerator-ap-northeast-1-3135
52.52.0.0/15	us-west-1-ec2-us-west-1-2940
52.144.197.128/26	us-west-2-amazon-us-west-2-1953
54.233.64.0/18	sa-east-1-ec2-sa-east-1-2941
3.34.0.0/15	ap-northeast-2-ec2-ap-northeast-2-2942
15.177.74.0/24	eu-west-3-route53_healthchecks_publishing-eu-west-3-3165
52.46.172.0/22	sa-east-1-amazon-sa-east-1-1957
52.65.0.0/16	ap-southeast-2-ec2-ap-southeast-2-2944
52.93.19.236/32	ap-southeast-1-amazon-ap-southeast-1-1959
52.94.200.0/24	ap-northeast-1-amazon-ap-northeast-1-1960
52.119.188.0/22	eu-central-1-amazon-eu-central-1-1961
52.144.194.0/26	us-east-1-amazon-us-east-1-1962
54.150.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2945
150.222.7.0/24	me-south-1-amazon-me-south-1-1964
150.222.208.78/31	af-south-1-amazon-af-south-1-1965
150.222.243.57/32	eu-south-1-amazon-eu-south-1-1966
13.248.104.0/24	sa-east-1-globalaccelerator-sa-east-1-3136
34.248.0.0/13	eu-west-1-ec2-eu-west-1-2946
52.93.237.0/24	us-west-1-amazon-us-west-1-1969
52.94.148.0/22	sa-east-1-amazon-sa-east-1-1970
52.144.233.132/31	ap-northeast-3-amazon-ap-northeast-3-1971
64.252.109.0/24	ap-southeast-2-ec2-ap-southeast-2-2947
69.234.192.0/18	cn-northwest-1-ec2-cn-northwest-1-2948
36.103.232.0/25	GLOBAL-cloudfront-GLOBAL-3074
52.46.164.0/23	us-east-1-amazon-us-east-1-1975
54.178.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2949
99.82.168.0/24	ap-northeast-2-globalaccelerator-ap-northeast-2-3137
108.128.0.0/13	eu-west-1-ec2-eu-west-1-2950
150.222.3.216/31	ap-southeast-1-amazon-ap-southeast-1-1979
150.222.221.0/24	us-west-1-amazon-us-west-1-1980
13.248.126.0/24	ca-central-1-globalaccelerator-ca-central-1-3138
15.230.39.120/31	us-east-2-amazon-us-east-2-1982
52.119.205.0/24	ap-southeast-1-ec2-ap-southeast-1-2951
52.144.227.64/26	ap-northeast-2-amazon-ap-northeast-2-1984
54.239.1.64/28	us-gov-east-1-amazon-us-gov-east-1-1985
54.240.236.14/32	eu-south-1-amazon-eu-south-1-1986
54.240.236.30/32	eu-south-1-amazon-eu-south-1-1987
119.147.182.128/26	GLOBAL-cloudfront-GLOBAL-3075
15.177.87.0/24	me-south-1-route53_healthchecks_publishing-me-south-1-3166
15.230.50.0/24	eu-west-1-amazon-eu-west-1-1990
52.94.4.0/24	us-east-2-dynamodb-us-east-2-2396
52.94.72.0/22	us-west-1-amazon-us-west-1-1992
54.222.48.0/22	cn-north-1-s3-cn-north-1-2357
54.240.228.0/23	us-east-1-amazon-us-east-1-1994
64.252.71.0/24	us-west-2-ec2-us-west-2-2953
64.252.114.0/24	eu-west-1-ec2-eu-west-1-2954
176.32.120.0/22	us-east-1-amazon-us-east-1-1997
13.34.31.128/27	us-west-1-amazon-us-west-1-1998
15.177.85.0/24	ap-east-1-route53_healthchecks_publishing-ap-east-1-3167
52.93.50.170/31	us-east-1-amazon-us-east-1-2000
52.93.50.192/31	us-east-1-amazon-us-east-1-2001
52.93.178.233/32	us-west-1-amazon-us-west-1-2002
52.95.251.0/24	us-east-2-ec2-us-east-2-2956
72.41.0.0/20	us-east-1-ec2-us-east-1-iah-1-2957
118.193.97.128/25	GLOBAL-cloudfront-GLOBAL-3076
13.34.25.160/27	us-west-2-amazon-us-west-2-2006
15.177.91.0/24	af-south-1-route53_healthchecks_publishing-af-south-1-3168
15.230.39.102/31	us-east-2-amazon-us-east-2-2008
15.230.41.0/24	cn-north-1-amazon-cn-north-1-2009
35.155.0.0/16	us-west-2-ec2-us-west-2-2959
52.95.181.0/24	ap-northeast-3-s3-ap-northeast-3-2358
52.144.230.0/26	ap-northeast-1-amazon-ap-northeast-1-2012
54.210.0.0/15	us-east-1-ec2-us-east-1-2960
54.239.2.0/23	us-west-2-amazon-us-west-2-2014
54.240.236.70/32	eu-south-1-amazon-eu-south-1-2015
64.252.75.0/24	us-east-2-ec2-us-east-2-2961
150.222.3.181/32	ap-southeast-1-amazon-ap-southeast-1-2017
150.222.3.248/31	ap-southeast-1-amazon-ap-southeast-1-2018
150.222.76.0/24	us-east-1-amazon-us-east-1-2019
150.222.242.97/32	eu-south-1-amazon-eu-south-1-2020
13.248.116.0/24	us-east-1-globalaccelerator-us-east-1-3139
52.76.0.0/17	ap-southeast-1-ec2-ap-southeast-1-2962
52.93.48.0/24	eu-west-1-amazon-eu-west-1-2023
52.93.193.203/32	ca-central-1-amazon-ca-central-1-2024
52.144.216.6/31	eu-north-1-amazon-eu-north-1-2025
54.240.220.0/22	eu-west-1-amazon-eu-west-1-2026
120.232.236.128/26	GLOBAL-cloudfront-GLOBAL-3077
13.34.23.32/27	us-east-2-amazon-us-east-2-2028
13.34.23.192/27	us-west-2-amazon-us-west-2-2029
13.34.27.96/27	sa-east-1-amazon-sa-east-1-2030
13.34.27.128/27	sa-east-1-amazon-sa-east-1-2031
52.18.0.0/15	eu-west-1-ec2-eu-west-1-2963
52.93.21.14/32	eu-west-1-amazon-eu-west-1-2033
52.93.76.0/24	us-east-1-amazon-us-east-1-2034
52.93.127.98/32	cn-northwest-1-amazon-cn-northwest-1-2035
52.93.178.171/32	us-west-1-amazon-us-west-1-2036
52.94.19.0/24	ap-northeast-3-dynamodb-ap-northeast-3-2397
54.222.68.0/23	cn-north-1-amazon-cn-north-1-2038
54.239.1.112/28	me-south-1-amazon-me-south-1-2039
54.239.52.0/23	ap-northeast-1-amazon-ap-northeast-1-2040
107.176.0.0/15	cn-north-1-ec2-cn-north-1-2964
108.166.240.0/21	us-west-2-amazon-us-west-2-2042
175.41.192.0/18	ap-northeast-1-ec2-ap-northeast-1-2965
205.251.228.0/22	us-west-1-amazon-us-west-1-2044
54.239.0.32/28	us-west-2-amazon-us-west-2-2045
150.222.3.196/31	ap-southeast-1-amazon-ap-southeast-1-2046
150.222.122.114/31	eu-central-1-amazon-eu-central-1-2047
150.222.242.227/32	af-south-1-amazon-af-south-1-2048
15.230.39.172/31	us-east-2-amazon-us-east-2-2049
52.10.0.0/15	us-west-2-ec2-us-west-2-2966
52.82.164.0/22	cn-northwest-1-ec2-cn-northwest-1-2967
52.93.178.149/32	us-west-1-amazon-us-west-1-2052
54.240.230.0/23	us-west-2-amazon-us-west-2-2053
100.24.0.0/13	us-east-1-ec2-us-east-1-2968
15.230.39.6/31	us-east-2-amazon-us-east-2-2055
52.144.208.64/26	eu-west-1-amazon-eu-west-1-2056
99.78.172.0/24	eu-west-1-amazon-eu-west-1-2057
150.222.129.138/31	eu-central-1-amazon-eu-central-1-2058
150.222.136.0/24	us-east-1-amazon-us-east-1-2059
52.46.249.0/24	us-west-2-amazon-us-west-2-2060
52.93.240.190/31	us-west-2-amazon-us-west-2-2061
52.144.216.0/31	eu-north-1-amazon-eu-north-1-2062
54.239.1.0/28	ca-central-1-amazon-ca-central-1-2063
99.150.64.0/21	eu-north-1-ec2-eu-north-1-2969
150.222.129.114/31	eu-central-1-amazon-eu-central-1-2065
162.213.233.0/24	eu-west-1-ec2-eu-west-1-2970
13.248.101.0/24	eu-west-2-globalaccelerator-eu-west-2-3140
15.230.39.84/31	us-east-2-amazon-us-east-2-2068
15.230.39.190/31	us-east-2-amazon-us-east-2-2069
52.95.255.0/28	sa-east-1-ec2-sa-east-1-2971
54.176.0.0/15	us-west-1-ec2-us-west-1-2972
54.246.0.0/16	eu-west-1-ec2-eu-west-1-2973
64.252.112.0/24	ap-northeast-1-ec2-ap-northeast-1-2974
99.83.72.0/22	ap-south-1-amazon-ap-south-1-2074
150.222.3.222/31	ap-southeast-1-amazon-ap-southeast-1-2075
150.222.129.120/31	eu-central-1-amazon-eu-central-1-2076
15.230.4.152/31	ap-southeast-1-amazon-ap-southeast-1-2077
52.119.184.0/22	ap-southeast-1-amazon-ap-southeast-1-2078
52.144.211.194/31	eu-west-2-amazon-eu-west-2-2079
54.239.104.0/23	us-east-1-amazon-us-east-1-2080
54.240.236.86/32	eu-south-1-amazon-eu-south-1-2081
204.246.176.0/20	GLOBAL-cloudfront-GLOBAL-3078
15.230.43.0/24	eu-west-2-amazon-eu-west-2-2083
52.93.178.208/32	us-west-1-amazon-us-west-1-2084
65.8.0.0/16	GLOBAL-cloudfront-GLOBAL-3079
150.222.122.112/31	eu-central-1-amazon-eu-central-1-2086
150.222.230.116/31	eu-central-1-amazon-eu-central-1-2087
15.230.23.0/24	ap-southeast-2-amazon-ap-southeast-2-2088
15.230.39.142/31	us-east-2-amazon-us-east-2-2089
52.93.178.172/32	us-west-1-amazon-us-west-1-2090
52.93.178.225/32	us-west-1-amazon-us-west-1-2091
52.94.20.0/24	ap-south-1-dynamodb-ap-south-1-2398
54.240.236.37/32	eu-south-1-amazon-eu-south-1-2093
99.77.189.0/24	GLOBAL-globalaccelerator-GLOBAL-3141
150.222.122.98/31	eu-central-1-amazon-eu-central-1-2095
3.5.232.0/22	sa-east-1-ec2-sa-east-1-2975
3.28.0.0/15	me-central-1-ec2-me-central-1-2976
52.93.178.190/32	us-west-1-amazon-us-west-1-2098
54.79.0.0/16	ap-southeast-2-ec2-ap-southeast-2-2977
54.240.236.42/32	eu-south-1-amazon-eu-south-1-2100
54.251.0.0/16	ap-southeast-1-ec2-ap-southeast-1-2978
150.222.206.0/24	us-east-1-amazon-us-east-1-2102
209.54.176.0/21	us-east-1-amazon-us-east-1-2103
3.128.0.0/15	us-east-2-ec2-us-east-2-2979
13.248.107.0/24	ap-southeast-1-globalaccelerator-ap-southeast-1-3142
15.230.39.70/31	us-east-2-amazon-us-east-2-2106
15.230.39.232/31	us-east-2-amazon-us-east-2-2107
15.230.57.0/24	us-east-1-amazon-us-east-1-2108
52.93.50.172/31	us-east-1-amazon-us-east-1-2109
52.94.240.0/22	us-east-1-amazon-us-east-1-2110
52.144.210.64/26	eu-west-3-amazon-eu-west-3-2111
64.252.105.0/24	ap-southeast-1-ec2-ap-southeast-1-2980
150.222.138.0/24	us-east-1-amazon-us-east-1-2113
15.230.30.0/24	eu-west-1-amazon-eu-west-1-2114
15.230.64.128/26	eu-west-2-amazon-eu-west-2-2115
52.93.126.134/32	eu-central-1-amazon-eu-central-1-2116
52.144.212.64/26	eu-west-1-amazon-eu-west-1-2117
54.207.0.0/16	sa-east-1-ec2-sa-east-1-2981
65.9.0.0/17	GLOBAL-cloudfront-GLOBAL-3080
69.107.6.112/29	us-west-1-amazon-us-west-1-2120
99.77.145.0/24	ap-south-1-ec2-ap-south-1-2982
99.150.96.0/21	ap-northeast-3-ec2-ap-northeast-3-2983
120.253.241.160/27	GLOBAL-cloudfront-GLOBAL-3081
150.222.243.55/32	eu-south-1-amazon-eu-south-1-2124
52.28.0.0/16	eu-central-1-ec2-eu-central-1-2984
52.46.166.0/23	us-east-1-amazon-us-east-1-2126
52.46.176.0/22	us-gov-west-1-amazon-us-gov-west-1-2127
52.93.178.235/32	us-west-1-amazon-us-west-1-2128
99.87.8.0/21	ap-south-2-amazon-ap-south-2-2129
52.93.127.103/32	cn-northwest-1-amazon-cn-northwest-1-2130
52.93.178.163/32	us-west-1-amazon-us-west-1-2131
52.93.178.193/32	us-west-1-amazon-us-west-1-2132
52.94.0.0/22	us-east-1-dynamodb-us-east-1-2399
205.251.240.0/22	us-east-1-amazon-us-east-1-2134
3.0.0.0/15	ap-southeast-1-ec2-ap-southeast-1-2985
13.248.102.0/24	ap-southeast-2-globalaccelerator-ap-southeast-2-3143
43.250.193.0/24	ap-southeast-1-amazon-ap-southeast-1-2137
52.77.0.0/16	ap-southeast-1-ec2-ap-southeast-1-2986
52.93.21.15/32	eu-west-1-amazon-eu-west-1-2139
52.93.178.160/32	us-west-1-amazon-us-west-1-2140
52.93.178.207/32	us-west-1-amazon-us-west-1-2141
64.252.99.0/24	ap-south-1-ec2-ap-south-1-2987
3.5.236.0/22	ap-east-1-ec2-ap-east-1-2988
15.193.10.0/24	af-south-1-ec2-af-south-1-2989
52.144.192.64/26	us-east-1-amazon-us-east-1-2145
54.240.192.0/22	ap-southeast-2-amazon-ap-southeast-2-2146
54.240.236.9/32	eu-south-1-amazon-eu-south-1-2147
150.222.97.0/24	us-west-1-amazon-us-west-1-2148
15.230.39.58/31	us-east-2-amazon-us-east-2-2149
15.230.39.100/31	us-east-2-amazon-us-east-2-2150
15.230.39.112/31	us-east-2-amazon-us-east-2-2151
18.166.0.0/15	ap-east-1-ec2-ap-east-1-2990
52.46.240.0/22	eu-west-1-amazon-eu-west-1-2153
52.92.128.0/17	us-west-2-s3-us-west-2-2363
52.93.178.148/32	us-west-1-amazon-us-west-1-2155
52.93.240.176/31	us-west-2-amazon-us-west-2-2156
52.94.28.0/23	us-west-2-dynamodb-us-west-2-2400
52.94.248.128/28	us-west-1-ec2-us-west-1-2991
54.239.100.0/23	eu-west-2-amazon-eu-west-2-2159
99.77.160.0/24	ap-northeast-1-ec2-ap-northeast-1-2992
99.77.250.0/24	eu-west-1-ec2-eu-west-1-2993
150.222.214.0/24	us-west-2-amazon-us-west-2-2162
176.32.125.248/31	us-east-1-amazon-us-east-1-2163
15.230.39.62/31	us-east-2-amazon-us-east-2-2164
18.183.0.0/16	ap-northeast-1-ec2-ap-northeast-1-2994
46.137.0.0/17	eu-west-1-ec2-eu-west-1-2995
52.93.60.0/24	us-east-1-amazon-us-east-1-2167
52.93.127.132/32	ap-south-1-amazon-ap-south-1-2168
99.77.135.0/24	eu-west-3-ec2-eu-west-3-2996
15.193.8.0/24	ca-central-1-ec2-ca-central-1-2997
52.82.192.0/18	cn-northwest-1-amazon-cn-northwest-1-2171
52.93.12.13/32	us-west-2-amazon-us-west-2-2172
52.93.50.150/31	us-east-1-amazon-us-east-1-2173
52.93.178.186/32	us-west-1-amazon-us-west-1-2174
54.239.96.0/24	ap-northeast-1-amazon-ap-northeast-1-2175
54.240.226.0/24	ap-southeast-1-amazon-ap-southeast-1-2176
54.240.236.81/32	eu-south-1-amazon-eu-south-1-2177
99.78.216.0/22	us-east-2-amazon-us-east-2-2178
150.222.75.0/24	us-west-2-amazon-us-west-2-2179
150.222.229.0/24	eu-south-1-amazon-eu-south-1-2180
150.222.240.137/32	eu-south-1-amazon-eu-south-1-2181
176.32.125.224/31	us-east-1-amazon-us-east-1-2182
3.5.134.0/23	eu-central-1-ec2-eu-central-1-2998
13.228.0.0/15	ap-southeast-1-ec2-ap-southeast-1-2999
15.230.39.86/31	us-east-2-amazon-us-east-2-2185
52.93.178.221/32	us-west-1-amazon-us-west-1-2186
52.94.248.96/28	us-west-2-ec2-us-west-2-3000
52.119.128.0/20	eu-south-1-amazon-eu-south-1-2188
52.119.144.0/21	eu-south-1-amazon-eu-south-1-2189
52.196.0.0/14	ap-northeast-1-ec2-ap-northeast-1-3001
54.240.236.89/32	eu-south-1-amazon-eu-south-1-2191
99.77.150.0/24	ca-central-1-ec2-ca-central-1-3002
99.78.208.0/22	ap-northeast-1-amazon-ap-northeast-1-2193
150.222.3.220/31	ap-southeast-1-amazon-ap-southeast-1-2194
150.222.230.122/31	eu-central-1-amazon-eu-central-1-2195
3.5.224.0/22	eu-west-3-ec2-eu-west-3-3003
15.230.39.148/31	us-east-2-amazon-us-east-2-2197
52.82.188.0/22	cn-northwest-1-s3-cn-northwest-1-2367
52.93.178.153/32	us-west-1-amazon-us-west-1-2199
54.222.58.32/28	cn-north-1-ec2-cn-north-1-3004
99.77.186.0/24	us-west-2-ec2-us-west-2-3005
150.222.208.96/31	af-south-1-amazon-af-south-1-2202
176.32.125.0/25	us-west-2-amazon-us-west-2-2203
13.34.28.192/27	us-west-2-amazon-us-west-2-2204
15.177.68.0/23	eu-central-1-route53_healthchecks_publishing-eu-central-1-3169
52.93.50.158/31	us-east-1-amazon-us-east-1-2206
150.222.208.64/32	af-south-1-amazon-af-south-1-2207
177.71.128.0/17	sa-east-1-ec2-sa-east-1-3007
54.252.254.192/26	ap-southeast-2-route53_healthchecks-ap-southeast-2-2213
177.71.207.128/26	sa-east-1-route53_healthchecks-sa-east-1-2214
54.255.254.192/26	ap-southeast-1-route53_healthchecks-ap-southeast-1-2215
52.80.198.0/25	cn-north-1-route53_healthchecks-cn-north-1-2216
54.244.52.192/26	us-west-2-route53_healthchecks-us-west-2-2217
54.251.31.128/26	ap-southeast-1-route53_healthchecks-ap-southeast-1-2218
52.80.197.0/25	cn-north-1-route53_healthchecks-cn-north-1-2219
54.241.32.64/26	us-west-1-route53_healthchecks-us-west-1-2220
54.245.168.0/26	us-west-2-route53_healthchecks-us-west-2-2221
54.232.40.64/26	sa-east-1-route53_healthchecks-sa-east-1-2222
52.80.197.128/25	cn-north-1-route53_healthchecks-cn-north-1-2223
52.83.35.128/25	cn-northwest-1-route53_healthchecks-cn-northwest-1-2224
54.248.220.0/26	ap-northeast-1-route53_healthchecks-ap-northeast-1-2225
52.83.35.0/25	cn-northwest-1-route53_healthchecks-cn-northwest-1-2226
176.34.159.192/26	eu-west-1-route53_healthchecks-eu-west-1-2227
54.252.79.128/26	ap-southeast-2-route53_healthchecks-ap-southeast-2-2228
52.83.34.128/25	cn-northwest-1-route53_healthchecks-cn-northwest-1-2229
54.183.255.128/26	us-west-1-route53_healthchecks-us-west-1-2230
54.250.253.192/26	ap-northeast-1-route53_healthchecks-ap-northeast-1-2231
54.228.16.0/26	eu-west-1-route53_healthchecks-eu-west-1-2233
107.23.255.0/26	us-east-1-route53_healthchecks-us-east-1-2234
54.243.31.192/26	us-east-1-route53_healthchecks-us-east-1-2235
76.223.102.0/24	GLOBAL-s3-GLOBAL-2240
76.223.96.0/24	GLOBAL-s3-GLOBAL-2242
13.248.230.0/24	GLOBAL-s3-GLOBAL-2250
13.248.231.0/24	GLOBAL-s3-GLOBAL-2268
76.223.104.0/24	GLOBAL-s3-GLOBAL-2270
76.223.99.0/24	GLOBAL-s3-GLOBAL-2277
13.248.225.0/24	GLOBAL-s3-GLOBAL-2282
13.248.229.0/24	GLOBAL-s3-GLOBAL-2286
76.223.97.0/24	GLOBAL-s3-GLOBAL-2293
13.248.228.0/24	GLOBAL-s3-GLOBAL-2295
13.248.224.0/24	GLOBAL-s3-GLOBAL-2307
76.223.95.0/24	GLOBAL-s3-GLOBAL-2311
13.248.227.0/24	GLOBAL-s3-GLOBAL-2312
76.223.101.0/24	GLOBAL-s3-GLOBAL-2315
76.223.100.0/24	GLOBAL-s3-GLOBAL-2326
76.223.103.0/24	GLOBAL-s3-GLOBAL-2336
76.223.98.0/24	GLOBAL-s3-GLOBAL-2339
13.248.232.0/24	GLOBAL-s3-GLOBAL-2347
13.248.226.0/24	GLOBAL-s3-GLOBAL-2359
13.248.233.0/24	GLOBAL-s3-GLOBAL-2364
